timestamp,junction_id,sensor_id,vehicle_count,avg_speed,temp,rain_1h,snow_1h,clouds_all,congestion_level,is_congested
2012-10-07 13:00:00,J1,S1,6640,46.8,278.45,0.0,0.0,90,HIGH,1
2012-10-07 14:00:00,J1,S1,6589,47.06,279.27,0.0,0.0,90,HIGH,1
2012-10-07 15:00:00,J1,S1,4429,57.86,279.27,0.0,0.0,90,MEDIUM,1
2012-10-07 16:00:00,J1,S1,4329,58.36,279.44,0.0,0.0,90,MEDIUM,1
2012-10-07 17:00:00,J1,S1,3833,60.84,279.32,0.0,0.0,90,MEDIUM,1
2012-10-07 18:00:00,J1,S1,4015,59.92,279.27,0.0,0.0,90,MEDIUM,1
2012-10-07 19:00:00,J1,S1,3382,63.09,278.11,0.0,0.0,90,MEDIUM,1
2012-10-07 20:00:00,J1,S1,2815,65.92,276.79,0.0,0.0,75,LOW,0
2012-10-07 21:00:00,J1,S1,2110,69.45,275.73,0.0,0.0,90,LOW,0
2012-10-07 22:00:00,J1,S1,1555,72.22,274.88,0.0,0.0,75,LOW,0
2012-10-07 23:00:00,J1,S1,959,75.2,273.92,0.0,0.0,20,LOW,0
2012-10-08 00:00:00,J1,S1,455,77.72,273.08,0.0,0.0,20,LOW,0
2012-10-08 01:00:00,J1,S1,336,78.32,272.62,0.0,0.0,20,LOW,0
2012-10-08 02:00:00,J1,S1,265,78.68,271.78,0.0,0.0,1,LOW,0
2012-10-08 03:00:00,J1,S1,314,78.43,271.05,0.0,0.0,1,LOW,0
2012-10-08 04:00:00,J1,S1,779,76.1,270.63,0.0,0.0,1,LOW,0
2012-10-08 05:00:00,J1,S1,2571,67.14,270.33,0.0,0.0,1,LOW,0
2012-10-08 06:00:00,J1,S1,5563,52.18,269.61,0.0,0.0,20,HIGH,1
2012-10-08 07:00:00,J1,S1,6676,46.62,270.01,0.0,0.0,20,HIGH,1
2012-10-08 08:00:00,J1,S1,5966,50.17,271.23,0.0,0.0,20,HIGH,1
2012-10-08 09:00:00,J1,S1,4832,55.84,273.71,0.0,0.0,20,MEDIUM,1
2012-10-08 10:00:00,J1,S1,4395,58.02,276.77,0.0,0.0,20,MEDIUM,1
2012-10-08 11:00:00,J1,S1,4411,57.94,279.47,0.0,0.0,20,MEDIUM,1
2012-10-08 12:00:00,J1,S1,4648,56.76,279.84,0.0,0.0,1,MEDIUM,1
2012-10-08 13:00:00,J1,S1,4602,56.99,282.34,0.0,0.0,40,MEDIUM,1
2012-10-08 14:00:00,J1,S1,5125,54.38,282.94,0.0,0.0,40,MEDIUM,1
2012-10-08 15:00:00,J1,S1,5502,52.49,283.48,0.0,0.0,1,HIGH,1
2012-10-08 16:00:00,J1,S1,5979,50.1,284.33,0.0,0.0,1,HIGH,1
2012-10-08 17:00:00,J1,S1,5663,51.68,284.48,0.0,0.0,40,HIGH,1
2012-10-08 18:00:00,J1,S1,4259,58.7,284.23,0.0,0.0,40,MEDIUM,1
2012-10-08 19:00:00,J1,S1,3069,64.66,281.99,0.0,0.0,20,MEDIUM,1
2012-10-08 20:00:00,J1,S1,2378,68.11,279.81,0.0,0.0,1,LOW,0
2012-10-08 21:00:00,J1,S1,2030,69.85,279.35,0.0,0.0,1,LOW,0
2012-10-08 22:00:00,J1,S1,1400,73.0,278.9,0.0,0.0,1,LOW,0
2012-10-08 23:00:00,J1,S1,917,75.42,278.46,0.0,0.0,1,LOW,0
2012-10-09 00:00:00,J1,S1,515,77.42,277.78,0.0,0.0,1,LOW,0
2012-10-09 01:00:00,J1,S1,302,78.49,277.27,0.0,0.0,1,LOW,0
2012-10-09 02:00:00,J1,S1,251,78.74,277.47,0.0,0.0,1,LOW,0
2012-10-09 04:00:00,J1,S1,798,76.01,276.97,0.0,0.0,20,LOW,0
2012-10-09 05:00:00,J1,S1,2678,66.61,276.52,0.0,0.0,40,LOW,0
2012-10-09 06:00:00,J1,S1,5733,51.34,276.6,0.0,0.0,40,HIGH,1
2012-10-09 07:00:00,J1,S1,6449,47.76,277.31,0.0,0.0,75,HIGH,1
2012-10-09 08:00:00,J1,S1,5765,51.18,278.38,0.0,0.0,90,HIGH,1
2012-10-09 09:00:00,J1,S1,5599,52.0,279.35,0.0,0.0,90,HIGH,1
2012-10-09 10:00:00,J1,S1,4534,57.33,281.37,0.0,0.0,90,MEDIUM,1
2012-10-09 11:00:00,J1,S1,4691,56.54,283.11,0.0,0.0,90,MEDIUM,1
2012-10-09 12:00:00,J1,S1,5067,54.66,284.08,0.0,0.0,75,MEDIUM,1
2012-10-09 13:00:00,J1,S1,5030,54.85,285.14,0.0,0.0,75,MEDIUM,1
2012-10-09 14:00:00,J1,S1,5300,53.5,286.35,0.0,0.0,90,MEDIUM,1
2012-10-09 15:00:00,J1,S1,5777,51.11,287.23,0.0,0.0,100,HIGH,1
2012-10-09 16:00:00,J1,S1,6349,48.26,288.53,0.0,0.0,90,HIGH,1
2012-10-09 17:00:00,J1,S1,6127,49.36,290.37,0.0,0.0,90,HIGH,1
2012-10-09 18:00:00,J1,S1,4460,57.7,290.13,0.0,0.0,90,MEDIUM,1
2012-10-09 19:00:00,J1,S1,3418,62.91,288.86,0.0,0.0,75,MEDIUM,1
2012-10-09 20:00:00,J1,S1,2775,66.12,287.36,0.0,0.0,90,LOW,0
2012-10-09 21:00:00,J1,S1,2306,68.47,285.11,0.0,0.0,90,LOW,0
2012-10-09 22:00:00,J1,S1,1846,70.77,283.46,0.0,0.0,90,LOW,0
2012-10-09 23:00:00,J1,S1,947,75.26,282.45,0.0,0.0,90,LOW,0
2012-10-10 00:00:00,J1,S1,494,77.53,281.88,0.0,0.0,90,LOW,0
2012-10-10 01:00:00,J1,S1,332,78.34,281.78,0.0,0.0,90,LOW,0
2012-10-10 02:00:00,J1,S1,261,78.69,281.09,0.0,0.0,75,LOW,0
2012-10-10 03:00:00,J1,S1,361,78.19,281.17,0.0,0.0,90,LOW,0
2012-10-10 06:00:00,J1,S1,5875,50.62,281.25,0.0,0.0,92,HIGH,1
2012-10-10 07:00:00,J1,S1,6793,46.04,281.25,0.0,0.0,99,HIGH,1
2012-10-10 07:00:00,J1,S1,6793,46.04,281.25,0.0,0.0,99,HIGH,1
2012-10-10 08:00:00,J1,S1,6283,48.58,280.1,0.0,0.0,99,HIGH,1
2012-10-10 08:00:00,J1,S1,6283,48.58,280.1,0.0,0.0,99,HIGH,1
2012-10-10 09:00:00,J1,S1,5680,51.6,279.61,0.0,0.0,99,HIGH,1
2012-10-10 09:00:00,J1,S1,5680,51.6,279.61,0.0,0.0,99,HIGH,1
2012-10-10 10:00:00,J1,S1,4632,56.84,279.67,0.0,0.0,99,MEDIUM,1
2012-10-10 11:00:00,J1,S1,4887,55.56,280.19,0.0,0.0,1,MEDIUM,1
2012-10-10 12:00:00,J1,S1,5030,54.85,282.09,0.0,0.0,75,MEDIUM,1
2012-10-10 13:00:00,J1,S1,5067,54.66,282.26,0.0,0.0,75,MEDIUM,1
2012-10-10 14:00:00,J1,S1,5227,53.86,282.05,0.0,0.0,90,MEDIUM,1
2012-10-10 15:00:00,J1,S1,5610,51.95,281.59,0.0,0.0,90,HIGH,1
2012-10-10 16:00:00,J1,S1,6286,48.57,281.23,0.0,0.0,81,HIGH,1
2012-10-10 18:00:00,J1,S1,4775,56.12,282.6,0.0,0.0,81,MEDIUM,1
2012-10-10 19:00:00,J1,S1,3340,63.3,282.6,0.0,0.0,81,MEDIUM,1
2012-10-10 20:00:00,J1,S1,3013,64.94,282.6,0.0,0.0,81,MEDIUM,1
2012-10-10 21:00:00,J1,S1,2603,66.98,282.6,0.0,0.0,81,LOW,0
2012-10-10 22:00:00,J1,S1,1910,70.45,282.6,0.0,0.0,81,LOW,0
2012-10-10 23:00:00,J1,S1,1037,74.82,282.6,0.0,0.0,81,LOW,0
2012-10-11 01:00:00,J1,S1,347,78.26,273.9,0.0,0.0,1,LOW,0
2012-10-11 03:00:00,J1,S1,350,78.25,274.4,0.0,0.0,75,LOW,0
2012-10-11 04:00:00,J1,S1,850,75.75,274.05,0.0,0.0,75,LOW,0
2012-10-11 05:00:00,J1,S1,2791,66.04,273.71,0.0,0.0,40,LOW,0
2012-10-11 06:00:00,J1,S1,5809,50.96,272.66,0.0,0.0,1,HIGH,1
2012-10-11 07:00:00,J1,S1,6798,46.01,272.65,0.0,0.0,1,HIGH,1
2012-10-11 08:00:00,J1,S1,6304,48.48,272.52,0.0,0.0,1,HIGH,1
2012-10-11 09:00:00,J1,S1,5291,53.54,275.19,0.0,0.0,20,MEDIUM,1
2012-10-11 10:00:00,J1,S1,4638,56.81,275.34,0.0,0.0,1,MEDIUM,1
2012-10-11 14:00:00,J1,S1,5557,52.22,284.1,0.0,0.0,50,HIGH,1
2012-10-11 15:00:00,J1,S1,5818,50.91,284.1,0.0,0.0,50,HIGH,1
2012-10-11 16:00:00,J1,S1,6272,48.64,283.78,0.0,0.0,75,HIGH,1
2012-10-11 17:00:00,J1,S1,5944,50.28,283.52,0.0,0.0,75,HIGH,1
2012-10-11 18:00:00,J1,S1,4949,55.26,283.32,0.0,0.0,90,MEDIUM,1
2012-10-11 19:00:00,J1,S1,3511,62.44,282.06,0.0,0.0,90,MEDIUM,1
2012-10-11 20:00:00,J1,S1,3039,64.81,281.95,0.0,0.0,90,MEDIUM,1
2012-10-11 21:00:00,J1,S1,2679,66.6,281.81,0.0,0.0,90,LOW,0
2012-10-11 22:00:00,J1,S1,2094,69.53,282.16,0.0,0.0,90,LOW,0
2012-10-11 23:00:00,J1,S1,1284,73.58,282.53,0.0,0.0,90,LOW,0
2012-10-12 00:00:00,J1,S1,630,76.85,283.91,0.0,0.0,90,LOW,0
2012-10-12 01:00:00,J1,S1,410,77.95,284.64,0.0,0.0,90,LOW,0
2012-10-12 02:00:00,J1,S1,331,78.34,284.61,0.0,0.0,90,LOW,0
2012-10-12 03:00:00,J1,S1,372,78.14,283.18,0.0,0.0,72,LOW,0
2012-10-12 04:00:00,J1,S1,739,76.31,282.26,0.0,0.0,72,LOW,0
2012-10-12 05:00:00,J1,S1,2561,67.19,280.77,0.0,0.0,72,LOW,0
2012-10-12 06:00:00,J1,S1,5586,52.07,278.53,0.0,0.0,75,HIGH,1
2012-10-12 07:00:00,J1,S1,6992,45.04,277.64,0.0,0.0,75,HIGH,1
2012-10-12 08:00:00,J1,S1,5860,50.7,277.9,0.0,0.0,90,HIGH,1
2012-10-12 09:00:00,J1,S1,5230,53.85,278.18,0.0,0.0,90,MEDIUM,1
2012-10-12 10:00:00,J1,S1,4864,55.68,279.29,0.0,0.0,75,MEDIUM,1
2012-10-12 11:00:00,J1,S1,5146,54.27,280.45,0.0,0.0,75,MEDIUM,1
2012-10-12 12:00:00,J1,S1,5526,52.37,280.95,0.0,0.0,40,HIGH,1
2012-10-12 13:00:00,J1,S1,5383,53.08,281.74,0.0,0.0,40,MEDIUM,1
2012-10-12 14:00:00,J1,S1,5758,51.21,281.84,0.0,0.0,75,HIGH,1
2012-10-12 15:00:00,J1,S1,5889,50.56,282.45,0.0,0.0,75,HIGH,1
2012-10-12 16:00:00,J1,S1,6057,49.72,282.2,0.0,0.0,75,HIGH,1
2012-10-12 17:00:00,J1,S1,6028,49.86,281.54,0.0,0.0,40,HIGH,1
2012-10-12 18:00:00,J1,S1,5257,53.72,280.21,0.0,0.0,20,MEDIUM,1
2012-10-12 23:00:00,J1,S1,1897,70.52,282.2,0.0,0.0,56,LOW,0
2012-10-13 00:00:00,J1,S1,1335,73.32,272.58,0.0,0.0,1,LOW,0
2012-10-13 01:00:00,J1,S1,769,76.16,272.06,0.0,0.0,1,LOW,0
2012-10-13 02:00:00,J1,S1,570,77.15,270.99,0.0,0.0,1,LOW,0
2012-10-13 03:00:00,J1,S1,413,77.94,270.29,0.0,0.0,20,LOW,0
2012-10-13 04:00:00,J1,S1,399,78.0,269.48,0.0,0.0,1,LOW,0
2012-10-13 05:00:00,J1,S1,740,76.3,269.27,0.0,0.0,1,LOW,0
2012-10-13 06:00:00,J1,S1,1420,72.9,268.91,0.0,0.0,1,LOW,0
2012-10-13 07:00:00,J1,S1,2220,68.9,268.98,0.0,0.0,75,LOW,0
2012-10-13 08:00:00,J1,S1,3479,62.6,269.23,0.0,0.0,40,MEDIUM,1
2012-10-13 09:00:00,J1,S1,4546,57.27,272.61,0.0,0.0,40,MEDIUM,1
2012-10-13 10:00:00,J1,S1,4579,57.1,276.78,0.0,0.0,20,MEDIUM,1
2012-10-13 11:00:00,J1,S1,4438,57.81,279.22,0.0,0.0,1,MEDIUM,1
2012-10-13 12:00:00,J1,S1,4623,56.89,280.35,0.0,0.0,1,MEDIUM,1
2012-10-13 13:00:00,J1,S1,4440,57.8,281.81,0.0,0.0,1,MEDIUM,1
2012-10-13 14:00:00,J1,S1,4495,57.52,283.05,0.0,0.0,1,MEDIUM,1
2012-10-13 15:00:00,J1,S1,4483,57.58,283.96,0.0,0.0,1,MEDIUM,1
2012-10-13 16:00:00,J1,S1,4591,57.04,284.53,0.0,0.0,1,MEDIUM,1
2012-10-13 17:00:00,J1,S1,4477,57.61,284.44,0.0,0.0,1,MEDIUM,1
2012-10-13 18:00:00,J1,S1,4221,58.9,283.64,0.0,0.0,1,MEDIUM,1
2012-10-13 19:00:00,J1,S1,3672,61.64,281.85,0.0,0.0,20,MEDIUM,1
2012-10-13 20:00:00,J1,S1,3015,64.92,281.38,0.0,0.0,1,MEDIUM,1
2012-10-13 21:00:00,J1,S1,2769,66.16,281.84,0.0,0.0,75,LOW,0
2012-10-13 22:00:00,J1,S1,2875,65.62,282.23,0.0,0.0,90,LOW,0
2012-10-13 23:00:00,J1,S1,1931,70.34,282.18,0.0,0.0,90,LOW,0
2012-10-14 00:00:00,J1,S1,1309,73.46,282.49,0.0,0.0,90,LOW,0
2012-10-14 01:00:00,J1,S1,870,75.65,282.54,0.0,0.0,90,LOW,0
2012-10-14 02:00:00,J1,S1,654,76.73,282.58,0.0,0.0,90,LOW,0
2012-10-14 03:00:00,J1,S1,364,78.18,282.23,0.0,0.0,90,LOW,0
2012-10-14 04:00:00,J1,S1,262,78.69,282.08,0.0,0.0,90,LOW,0
2012-10-14 05:00:00,J1,S1,505,77.47,282.23,0.0,0.0,90,LOW,0
2012-10-14 06:00:00,J1,S1,861,75.69,282.24,0.0,0.0,90,LOW,0
2012-10-14 07:00:00,J1,S1,1132,74.34,282.24,0.0,0.0,90,LOW,0
2012-10-14 08:00:00,J1,S1,1797,71.02,282.24,0.0,0.0,57,LOW,0
2012-10-14 09:00:00,J1,S1,2685,66.58,282.43,0.0,0.0,57,LOW,0
2012-10-14 09:00:00,J1,S1,2685,66.58,282.43,0.0,0.0,57,LOW,0
2012-10-14 09:00:00,J1,S1,2685,66.58,282.43,0.0,0.0,57,LOW,0
2012-10-14 10:00:00,J1,S1,3370,63.15,282.33,0.0,0.0,57,MEDIUM,1
2012-10-14 10:00:00,J1,S1,3370,63.15,282.33,0.0,0.0,57,MEDIUM,1
2012-10-14 11:00:00,J1,S1,3662,61.69,282.82,0.0,0.0,57,MEDIUM,1
2012-10-14 11:00:00,J1,S1,3662,61.69,282.82,0.0,0.0,57,MEDIUM,1
2012-10-14 12:00:00,J1,S1,4076,59.62,283.33,0.0,0.0,57,MEDIUM,1
2012-10-14 12:00:00,J1,S1,4076,59.62,283.33,0.0,0.0,57,MEDIUM,1
2012-10-14 12:00:00,J1,S1,4076,59.62,283.33,0.0,0.0,57,MEDIUM,1
2012-10-14 13:00:00,J1,S1,4128,59.36,283.75,0.0,0.0,93,MEDIUM,1
2012-10-14 13:00:00,J1,S1,4128,59.36,283.75,0.0,0.0,93,MEDIUM,1
2012-10-14 13:00:00,J1,S1,4128,59.36,283.75,0.0,0.0,93,MEDIUM,1
2012-10-14 14:00:00,J1,S1,4358,58.21,284.09,0.0,0.0,93,MEDIUM,1
2012-10-14 14:00:00,J1,S1,4358,58.21,284.09,0.0,0.0,93,MEDIUM,1
2012-10-14 14:00:00,J1,S1,4358,58.21,284.09,0.0,0.0,93,MEDIUM,1
2012-10-14 15:00:00,J1,S1,4342,58.29,284.55,0.0,0.0,93,MEDIUM,1
2012-10-14 15:00:00,J1,S1,4342,58.29,284.55,0.0,0.0,93,MEDIUM,1
2012-10-14 16:00:00,J1,S1,4234,58.83,284.68,0.0,0.0,93,MEDIUM,1
2012-10-14 17:00:00,J1,S1,4271,58.64,284.64,0.0,0.0,93,MEDIUM,1
2012-10-14 17:00:00,J1,S1,4271,58.64,284.64,0.0,0.0,93,MEDIUM,1
2012-10-14 18:00:00,J1,S1,4080,59.6,284.4,0.0,0.0,93,MEDIUM,1
2012-10-14 19:00:00,J1,S1,3453,62.74,284.17,0.0,0.0,93,MEDIUM,1
2012-10-14 20:00:00,J1,S1,2718,66.41,284.03,0.0,0.0,93,LOW,0
2012-10-14 21:00:00,J1,S1,2439,67.81,283.58,0.0,0.0,93,LOW,0
